No errors
No warnings
263 ms
data source=metars
4811 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
WBKS 061500Z 25002KT 9999 FEW015 BKN270 28/25 Q1012,WBKS,2017-05-06T15:00:00Z,5.9,118.07,28.0,25.0,250,2,,6.21,29.88189,,,,,,,,,,,FEW,1500,BKN,27000,,,,,VFR,,,,,,,,,,,,METAR,13.0
WBKL 061500Z 30001KT 9999 FEW013 SCT140 BKN290 26/25 Q1013,WBKL,2017-05-06T15:00:00Z,5.28,115.25,26.0,25.0,300,1,,6.21,29.911417,,,,,,,,,,,FEW,1300,SCT,14000,BKN,29000,,,VFR,,,,,,,,,,,,METAR,30.0
WBGY 061500Z 00000KT 9999 SCT022 BKN150 25/24 Q1013,WBGY,2017-05-06T15:00:00Z,1.22,111.43,25.0,24.0,0,0,,6.21,29.911417,,,,,,,,,,,SCT,2200,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,34.0
WBGS 061500Z 00000KT 9999 SCT016 OVC150 26/25 Q1013 RERA,WBGS,2017-05-06T15:00:00Z,2.27,111.98,26.0,25.0,0,0,,6.21,29.911417,,,,,,,,,,,SCT,1600,OVC,15000,,,,,VFR,,,,,,,,,,,,METAR,8.0
WBGR 061500Z 12002KT 9999 FEW016 BKN150 27/26 Q1013,WBGR,2017-05-06T15:00:00Z,4.32,113.97,27.0,26.0,120,2,,6.21,29.911417,,,,,,,,,,,FEW,1600,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,18.0
WBGB 061500Z 05001KT 9999 FEW016 BKN150 26/25 Q1013,WBGB,2017-05-06T15:00:00Z,3.12,113.02,26.0,25.0,50,1,,6.21,29.911417,,,,,,,,,,,FEW,1600,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,5.0
WMSA 061500Z 32001KT 7000 FEW025 BKN280 26/24 Q1014,WMSA,2017-05-06T15:00:00Z,3.13,101.55,26.0,24.0,320,1,,4.35,29.940945,,,,,,,,,,,FEW,2500,BKN,28000,,,,,MVFR,,,,,,,,,,,,METAR,27.0
WMKP 061500Z 06003KT 9000 FEW025 SCT140 BKN270 28/25 Q1012 NOSIG,WMKP,2017-05-06T15:00:00Z,5.28,100.27,28.0,25.0,60,3,,5.59,29.88189,,,,,,TRUE,,,,,FEW,2500,SCT,14000,BKN,27000,,,VFR,,,,,,,,,,,,METAR,4.0
WMKK 061500Z 03003KT 9999 FEW030 SCT140 BKN280 27/25 Q1013 NOSIG,WMKK,2017-05-06T15:00:00Z,2.75,101.72,27.0,25.0,30,3,,6.21,29.911417,,,,,,TRUE,,,,,FEW,3000,SCT,14000,BKN,28000,,,VFR,,,,,,,,,,,,METAR,22.0
WMKJ 061500Z VRB01KT 9999 FEW022 BKN280 25/25 Q1013,WMKJ,2017-05-06T15:00:00Z,1.62,103.67,25.0,25.0,0,1,,6.21,29.911417,,,,,,,,,,,FEW,2200,BKN,28000,,,,,VFR,,,,,,,,,,,,METAR,40.0
WBKK 061500Z 12006KT 9999 FEW014 SCT140 BKN270 26/24 Q1013 NOSIG,WBKK,2017-05-06T15:00:00Z,5.92,116.03,26.0,24.0,120,6,,6.21,29.911417,,,,,,TRUE,,,,,FEW,1400,SCT,14000,BKN,27000,,,VFR,,,,,,,,,,,,METAR,3.0
WBGG 061500Z 21003KT 9999 SCT020 BKN150 25/24 Q1014 NOSIG,WBGG,2017-05-06T15:00:00Z,1.47,110.35,25.0,24.0,210,3,,6.21,29.940945,,,,,,TRUE,,,,,SCT,2000,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,27.0
VVTS 061500Z 02003KT 340V070 9999 FEW017 28/26 Q1013 NOSIG,VVTS,2017-05-06T15:00:00Z,10.82,106.67,28.0,26.0,20,3,,6.21,29.911417,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
VVPQ 061500Z 00000KT 8000 SCT013 BKN040 25/24 Q1014 NOSIG,VVPQ,2017-05-06T15:00:00Z,10.23,103.97,25.0,24.0,0,0,,4.97,29.940945,,,,,,TRUE,,,,,SCT,1300,BKN,4000,,,,,MVFR,,,,,,,,,,,,METAR,4.0
VVPB 061500Z 10005KT 9999 FEW017 SCT150 28/26 Q1015 NOSIG,VVPB,2017-05-06T15:00:00Z,16.38,107.7,28.0,26.0,100,5,,6.21,29.970472,,,,,,TRUE,,,,,FEW,1700,SCT,15000,,,,,VFR,,,,,,,,,,,,METAR,17.0
VVNB 061500Z 13005KT 100V170 9000 NSC 27/26 Q1013 NOSIG,VVNB,2017-05-06T15:00:00Z,21.22,105.8,27.0,26.0,130,5,,5.59,29.911417,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
VVDN 061500Z 16003KT 8000 FEW013 28/25 Q1015 NOSIG,VVDN,2017-05-06T15:00:00Z,16.02,108.2,28.0,25.0,160,3,,4.97,29.970472,,,,,,TRUE,,,,,FEW,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,7.0
VVCR 061500Z 01004KT 9999 FEW017CB SCT060 29/25 Q1015 NOSIG,VVCR,2017-05-06T15:00:00Z,12.0,109.22,29.0,25.0,10,4,,6.21,29.970472,,,,,,TRUE,,,,,FEW,1700,SCT,6000,,,,,VFR,,,,,,,,,,,,METAR,12.0
ROYN 061500Z AUTO 02019KT 9000 OVC011 //////TCU 25/23 Q1016,ROYN,2017-05-06T15:00:00Z,24.47,122.97,25.0,23.0,20,19,,5.59,30.0,,,TRUE,,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,17.0
RORY 061500Z AUTO 04007KT 7000 FEW014 SCT015 OVC018 22/20 Q1016,RORY,2017-05-06T15:00:00Z,27.05,128.4,22.0,20.0,40,7,,4.35,30.0,,,TRUE,,,,,,,,FEW,1400,SCT,1500,OVC,1800,,,MVFR,,,,,,,,,,,,METAR,16.0
VYYY 061500Z 18008KT 7000 NSC 30/24 Q1011,VYYY,2017-05-06T15:00:00Z,16.9,96.13,30.0,24.0,180,8,,4.35,29.852362,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,33.0
VLVT 061500Z 18004KT 3000 DZ BKN040 OVC083 24/23 Q1014 NOSIG,VLVT,2017-05-06T15:00:00Z,17.98,102.57,24.0,23.0,180,4,,1.86,29.940945,,,,,,TRUE,,,,DZ,BKN,4000,OVC,8300,,,,,IFR,,,,,,,,,,,,METAR,171.0
VDSR 061500Z 00000KT 9000 FEW018 SCT040 29/25 Q1011,VDSR,2017-05-06T15:00:00Z,13.42,103.83,29.0,25.0,0,0,,5.59,29.852362,,,,,,,,,,,FEW,1800,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,15.0
VDPP 061500Z 14006KT 9000 FEW017 29/25 Q1012,VDPP,2017-05-06T15:00:00Z,11.55,104.83,29.0,25.0,140,6,,5.59,29.88189,,,,,,,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
UUWW 061500Z 31007MPS CAVOK 17/05 Q1004 WS R24 R24/000070 NOSIG,UUWW,2017-05-06T15:00:00Z,55.6,37.27,17.0,5.0,310,14,,6.21,29.64567,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,203.0
UUEE 061500Z 29008MPS CAVOK 16/04 Q1004 R24R/CLRD62 R24L/CLRD62 NOSIG,UUEE,2017-05-06T15:00:00Z,55.97,37.42,16.0,4.0,290,16,,6.21,29.64567,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,190.0
UUDL 061500Z 32005MPS 9999 -SHRA OVC034CB 07/04 Q1003 R23/290150 NOSIG RMK QFE744,UUDL,2017-05-06T15:00:00Z,57.57,40.17,7.0,4.0,320,10,,6.21,29.616142,,,,,,TRUE,,,,-SHRA,OVC,3400,,,,,,,VFR,,,,,,,,,,,,METAR,88.0
UUDD 061500Z 30009MPS CAVOK 19/02 Q1003 R88/010095 NOSIG,UUDD,2017-05-06T15:00:00Z,55.4,37.9,19.0,2.0,300,17,,6.21,29.616142,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,168.0
UUBW 061500Z 29006MPS CAVOK 18/05 Q1003 R30/010060 NOSIG,UUBW,2017-05-06T15:00:00Z,55.55,38.15,18.0,5.0,290,12,,6.21,29.616142,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,115.0
ULLI 061500Z 04006MPS 010V070 9999 SCT040 09/M04 Q1013 R88/090060 NOSIG,ULLI,2017-05-06T15:00:00Z,59.8,30.27,9.0,-4.0,40,12,,6.21,29.911417,,,,,,TRUE,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
UTDD 061500Z 06001MPS 8000 SCT066CB BKN120 20/15 Q1015 R09/19//60 NOSIG RMK QFE693/0924,UTDD,2017-05-06T15:00:00Z,38.53,68.82,20.0,15.0,60,2,,4.97,29.970472,,,,,,TRUE,,,,,SCT,6600,BKN,12000,,,,,MVFR,,,,,,,,,,,,METAR,803.0
UEEE 061500Z 32002MPS CAVOK M03/M09 Q1005 R23L/09//60 NOSIG RMK QFE745,UEEE,2017-05-06T15:00:00Z,62.08,129.77,-3.0,-9.0,320,4,,6.21,29.675198,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,103.0
UWGG 061500Z VRB01MPS 9999 -RA OVC033 10/07 Q1001 R36L/290050 NOSIG RMK QFE743,UWGG,2017-05-06T15:00:00Z,56.23,43.78,10.0,7.0,0,2,,6.21,29.557087,,,,,,TRUE,,,,-RA,OVC,3300,,,,,,,VFR,,,,,,,,,,,,METAR,73.0
UUOB 061500Z 29005MPS CAVOK 21/M03 Q1011 R29/090060 NOSIG,UUOB,2017-05-06T15:00:00Z,50.65,36.58,21.0,-3.0,290,10,,6.21,29.852362,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,224.0
UUBP 061500Z 28006MPS 9999 SCT033 21/04 Q1007 R34/CLRD70 NOSIG RMK QFE738/0984,UUBP,2017-05-06T15:00:00Z,53.22,34.18,21.0,4.0,280,12,,6.21,29.734253,,,,,,TRUE,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,202.0
UUBC 061500Z 29007MPS 260V320 CAVOK 21/M01 Q1005 R31/CLRD60 TEMPO 29010G15MPS RMK QFE737/0982,UUBC,2017-05-06T15:00:00Z,54.55,36.37,21.0,-1.0,290,14,,6.21,29.675198,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,199.0
ULWC 061500Z 02005G10MPS 9999 SCT016CB 06/M06 Q1007 R21/190060 NOSIG RMK QFE745/0993,ULWC,2017-05-06T15:00:00Z,59.28,38.02,6.0,-6.0,20,10,19,6.21,29.734253,,,,,,TRUE,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,115.0
URWW 061500Z 26005MPS CAVOK 19/M02 Q1011 R24/010070 NOSIG,URWW,2017-05-06T15:00:00Z,48.78,44.33,19.0,-2.0,260,10,,6.21,29.852362,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,147.0
URWI 061500Z AUTO 12003MPS 9999 // NCD 20/03 Q1012,URWI,2017-05-06T15:00:00Z,46.37,44.33,20.0,3.0,120,6,,6.21,29.88189,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,150.0
URWA 061500Z 19003MPS CAVOK 20/M06 Q1014 R27/010070 NOSIG RMK QFE762/1016,URWA,2017-05-06T15:00:00Z,46.28,48.02,20.0,-6.0,190,6,,6.21,29.940945,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,-20.0
URSS 061500Z 28003MPS 9999 FEW040 17/13 Q1009 R02/090070 R06/090070 NOSIG RMK R06/29003MPS MT OBSC QFE755,URSS,2017-05-06T15:00:00Z,43.45,39.95,17.0,13.0,280,6,,6.21,29.793306,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
URRR 061500Z 07002MPS 010V120 CAVOK 21/05 Q1011 R04/CLRD70 TEMPO 10005G10MPS RMK QFE752/1003,URRR,2017-05-06T15:00:00Z,47.25,39.82,21.0,5.0,70,4,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,0.5,,,,,,,,,,METAR,77.0
URMT 061500Z 11006MPS 9999 FEW040 20/11 Q1011 R07/010070 NOSIG RMK QFE718,URMT,2017-05-06T15:00:00Z,45.12,42.12,20.0,11.0,110,12,,6.21,29.852362,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,453.0
URMO 061500Z 08008MPS 9999 NSC 19/08 Q1011 R09/010070 NOSIG RMK QFE715/0953,URMO,2017-05-06T15:00:00Z,43.2,44.6,19.0,8.0,80,16,,6.21,29.852362,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,510.0
URMN 061500Z 07004MPS 9999 SCT///CB 21/10 Q1010 R24/010070 NOSIG RMK QFE721,URMN,2017-05-06T15:00:00Z,43.52,43.63,21.0,10.0,70,8,,6.21,29.822834,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,METAR,445.0
URMM 061500Z 10006MPS 9999 FEW053 21/09 Q1010 R12/000070 NOSIG RMK QFE730/0973,URMM,2017-05-06T15:00:00Z,44.22,43.1,21.0,9.0,100,12,,6.21,29.822834,,,,,,TRUE,,,,,FEW,5300,,,,,,,VFR,,,,,,,,,,,,METAR,314.0
URML 061500Z 16005MPS 9999 NSC 13/09 Q1014 R14/01//70 NOSIG RMK QFE760/1014,URML,2017-05-06T15:00:00Z,42.82,47.65,13.0,9.0,160,10,,6.21,29.940945,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
URMG 061500Z 10008MPS CAVOK 18/07 Q1011 R08/000070 NOSIG RMK QFE744/0992,URMG,2017-05-06T15:00:00Z,43.37,45.7,18.0,7.0,100,16,,6.21,29.852362,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,263.0
URKK 061500Z 03002MPS 9999 FEW/// 22/14 Q1009 R23C/CLRD60 NOSIG RMK QFE753,URKK,2017-05-06T15:00:00Z,45.03,39.15,22.0,14.0,30,4,,6.21,29.793306,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,METAR,34.0
URKA 061500Z 29002MPS CAVOK 18/15 Q1011 R22/010070 NOSIG RMK QFE753/1004,URKA,2017-05-06T15:00:00Z,45.0,37.35,18.0,15.0,290,4,,6.21,29.852362,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
UIUU 061500Z 29003MPS 9999 NSC 09/03 Q1007 R26/CLRD60 NOSIG RMK QFE711/0948,UIUU,2017-05-06T15:00:00Z,51.8,107.45,9.0,3.0,290,6,,6.21,29.734253,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,515.0
UIII 061500Z 17005MPS CAVOK 15/01 Q1005 R12/CLRD60 NOSIG RMK QFE711/0949,UIII,2017-05-06T15:00:00Z,52.27,104.4,15.0,1.0,170,10,,6.21,29.675198,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,513.0
UIBB 061500Z 10003MPS 9999 NSC 09/06 Q0998 R30/CLRD60 NOSIG RMK QFE706/0942,UIBB,2017-05-06T15:00:00Z,56.37,101.7,9.0,6.0,100,6,,6.21,29.468504,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,490.0
UIAA 061500Z 22006MPS 9999 NSC 09/02 Q1005 R29/CLRD70 NOSIG RMK QFE695,UIAA,2017-05-06T15:00:00Z,52.02,113.32,9.0,2.0,220,12,,6.21,29.675198,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,685.0
USCM 061500Z 25008MPS 9999 BKN040CB 08/M00 Q1002 R01/090065 TEMPO 25015MPS RMK QFE713,USCM,2017-05-06T15:00:00Z,53.4,58.75,8.0,0.0,250,16,,6.21,29.586615,,,,,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,435.0
SVVA 061500Z 07003KT 9999 BKN016 28/22 Q1015,SVVA,2017-05-06T15:00:00Z,10.15,-67.92,28.0,22.0,70,3,,6.21,29.970472,,,,,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,431.0
VTUU 061500Z 08009KT 5000 TSRA FEW018CB BKN035 26/23 Q1014 TEMPO VRB15KT 5000 TSRA,VTUU,2017-05-06T15:00:00Z,15.25,104.87,26.0,23.0,80,9,,3.11,29.940945,,,,,,,,,,TSRA,FEW,1800,BKN,3500,,,,,MVFR,,,,,,,,,,,,METAR,127.0
VTUQ 061500Z AUTO VRB04KT ////NDV ////// 27/21 Q1014 A2996,VTUQ,2017-05-06T15:00:00Z,14.95,102.32,27.0,21.0,0,4,,,29.940945,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,234.0
VTUK 061500Z 02004KT 340V060 9000 FEW020CB SCT035 BKN100 24/23 Q1014 NOSIG,VTUK,2017-05-06T15:00:00Z,16.47,102.78,24.0,23.0,20,4,,5.59,29.940945,,,,,,TRUE,,,,,FEW,2000,SCT,3500,BKN,10000,,,VFR,,,,,,,,,,,,METAR,204.0
VTUI 061500Z AUTO 18005KT 140V210 9999 -RA OVC091/// 24/23 Q1014 A2996,VTUI,2017-05-06T15:00:00Z,17.2,104.12,24.0,23.0,180,5,,6.21,29.940945,,,TRUE,,,,,,,-RA,OVC,9100,,,,,,,VFR,,,,,,,,,,,,METAR,172.0
VTUD 061500Z VRB02KT 9999 -RA FEW045 25/21 Q1015,VTUD,2017-05-06T15:00:00Z,17.37,102.78,25.0,21.0,0,2,,6.21,29.970472,,,,,,,,,,-RA,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,182.0
FSPP 061500Z 00000KT //// //// 27/24 Q1012,FSPP,2017-05-06T15:00:00Z,-4.32,55.7,27.0,24.0,0,0,,,29.88189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4.0
UHWW 061500Z 24010MPS 5000 HZ SCT033 09/M03 Q0999 R25L/0///70 NOSIG RMK QFE748,UHWW,2017-05-06T15:00:00Z,43.4,132.15,9.0,-3.0,240,19,,3.11,29.498032,,,,,,TRUE,,,,HZ,SCT,3300,,,,,,,MVFR,,,,,,,,,,,,METAR,14.0
UHSS 061500Z 14004MPS 9999 SCT036 04/00 Q1000 R19/250060 NOSIG RMK QFE748/0998,UHSS,2017-05-06T15:00:00Z,46.88,142.72,4.0,0.0,140,8,,6.21,29.52756,,,,,,TRUE,,,,,SCT,3600,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
UHPP 061500Z 13004MPS 9999 SCT014 OVC033CB 02/00 Q1013 R34L/290150 NOSIG RMK QFE756/1009,UHPP,2017-05-06T15:00:00Z,53.17,158.45,2.0,0.0,130,8,,6.21,29.911417,,,,,,TRUE,,,,,SCT,1400,OVC,3300,,,,,VFR,,,,,,,,,,,,METAR,40.0
UHMM 061500Z 00000MPS 9999 SCT036 M02/M03 Q1006 RMK QFE740,UHMM,2017-05-06T15:00:00Z,59.92,150.72,-2.0,-3.0,0,0,,6.21,29.704725,,,,,,,,,,,SCT,3600,,,,,,,VFR,,,,,,,,,,,,METAR,175.0
UHHH 061500Z 20003MPS 160V230 9999 SCT026CB 04/02 Q0991 R23L/290045 NOSIG RMK QFE737/0983,UHHH,2017-05-06T15:00:00Z,48.52,135.18,4.0,2.0,200,6,,6.21,29.26181,,,,,,TRUE,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,72.0
UHBB 061500Z 36008G13MPS 9999 SCT033 08/00 Q0990 R36/290250 NOSIG RMK QFE726/0968,UHBB,2017-05-06T15:00:00Z,50.43,127.42,8.0,0.0,360,16,25,6.21,29.232283,,,,,,TRUE,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,195.0
FNBG 061500Z 31008KT 9999 FEW015 27/23 Q1010,FNBG,2017-05-06T15:00:00Z,-12.62,13.4,27.0,23.0,310,8,,6.21,29.822834,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,36.0
SVBM 061500Z 11010KT 9999 SCT016 29/17 Q1016,SVBM,2017-05-06T15:00:00Z,10.05,-69.37,29.0,17.0,110,10,,6.21,30.0,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,614.0
VEPT 061500Z 09010KT 3000 HZ NSC 30/24 Q1006 NOSIG,VEPT,2017-05-06T15:00:00Z,25.6,85.08,30.0,24.0,90,10,,1.86,29.704725,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,60.0
VABP 061500Z 34004KT 6000 FEW100 35/12 Q1010 NOSIG,VABP,2017-05-06T15:00:00Z,23.27,77.33,35.0,12.0,340,4,,3.73,29.822834,,,,,,TRUE,,,,,FEW,10000,,,,,,,MVFR,,,,,,,,,,,,METAR,523.0
FKYS 061500Z VRB02KT 9999 -TSRA FEW003 SCT006 FEW016CB 20/19 Q1016 NOSIG,FKYS,2017-05-06T15:00:00Z,3.82,11.52,20.0,19.0,0,2,,6.21,30.0,,,,,,TRUE,,,,-TSRA,FEW,300,SCT,600,FEW,1600,,,VFR,,,,,,,,,,,,METAR,760.0
FKKR 061500Z 18008KT 150V240 9999 BKN020 FEW023CB 30/19 Q1009 NOSIG,FKKR,2017-05-06T15:00:00Z,9.32,13.37,30.0,19.0,180,8,,6.21,29.793306,,,,,,TRUE,,,,,BKN,2000,FEW,2300,,,,,MVFR,,,,,,,,,,,,METAR,244.0
CWSF 061500Z AUTO 08017G23KT 04/03 RMK AO1 8PAST HR 7028 PK WND 09029/1406 SLP149 P0003 T00390031 50023,CWSF,2017-05-06T15:00:00Z,49.25,-65.32,3.9,3.1,80,17,23,,,1014.9,,TRUE,TRUE,,,,,,,,,,,,,,,,2.3,,,,,0.03,,,,,,METAR,29.0
CWRA 061500Z AUTO 17005KT 05/M02 RMK AO1 SLP322 T00461022 53002,CWRA,2017-05-06T15:00:00Z,46.63,-53.07,4.6,-2.2,170,5,,,,1032.2,,TRUE,TRUE,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,METAR,28.0
CWER 061500Z AUTO 05030G35KT RMK AO1 PK WND 05035/1449,CWER,2017-05-06T15:00:00Z,47.0,-70.82,,,50,30,35,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,5.0
CWEP 061500Z AUTO 13018G25KT 08/07 RMK AO1 7PAST HR 8013 PK WND 13025/1454 SLP203 P0003 T00780067 50033,CWEP,2017-05-06T15:00:00Z,46.45,-61.97,7.8,6.7,130,18,25,,,1020.3,,TRUE,TRUE,,,,,,,,,,,,,,,,3.3,,,,,0.03,,,,,,METAR,11.0
CMFM 061500Z AUTO 10001KT 07/06 RMK AO1 8010 SLP036 T00660055 50009,CMFM,2017-05-06T15:00:00Z,47.32,-71.15,6.6,5.5,100,1,,,,1003.6,,TRUE,TRUE,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,METAR,672.0
CWZG 061500Z AUTO 26003KT 07/04 RMK AO1 2PAST HR 0001 SLP089 P0001 T00670043 50002,CWZG,2017-05-06T15:00:00Z,51.2,-115.53,6.7,4.3,260,3,,,,1008.9,,TRUE,TRUE,,,,,,,,,,,,,,,,0.2,,,,,0.01,,,,,,METAR,1397.0
CWRO 061500Z AUTO 27015KT 08/ RMK AO1 PK WND 27020/1446 T0076,CWRO,2017-05-06T15:00:00Z,54.17,-131.67,7.6,,270,15,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7.0
CWLP 061500Z AUTO 14012KT 07/05 RMK AO1 1007 SLP191 T00690052 50004,CWLP,2017-05-06T15:00:00Z,50.93,-127.63,6.9,5.2,140,12,,,,1019.1,,TRUE,TRUE,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,METAR,17.0
CWEQ 061500Z AUTO 06013KT 06/04 RMK AO1 5PAST HR 8013 PK WND 05020/1439 SLP168 P0002 T00590042 50005,CWEQ,2017-05-06T15:00:00Z,52.12,-101.22,5.9,4.2,60,13,,,,1016.8,,TRUE,TRUE,,,,,,,,,,,,,,,,0.5,,,,,0.02,,,,,,METAR,335.0
CWOY 061500Z AUTO 14019G26KT 14/01 RMK AO1 PK WND 13029/1444 SLP100 T01380008 58007,CWOY,2017-05-06T15:00:00Z,51.77,-104.2,13.8,0.8,140,19,26,,,1010.0,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,METAR,560.0
CWKO 061500Z AUTO 15012G18KT 17/05 RMK AO1 PK WND 14019/1422 SLP069 T01710051 58008,CWKO,2017-05-06T15:00:00Z,49.17,-105.97,17.1,5.1,150,12,18,,,1006.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,METAR,917.0
CWEH 061500Z AUTO 06010KT 17/06 RMK AO1 SLP046 T01690063 50000,CWEH,2017-05-06T15:00:00Z,49.42,-108.97,16.9,6.3,60,10,,,,1004.6,,TRUE,TRUE,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,METAR,1078.0
CWDC 061500Z AUTO 08007G18KT 04/02 RMK AO1 3PAST HR M PK WND 06022/1443 SLP134 P0001 T00380018,CWDC,2017-05-06T15:00:00Z,59.57,-108.47,3.8,1.8,80,7,18,,,1013.4,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,METAR,318.0
CWLB 061500Z AUTO 05004KT 14/04 RMK AO1 SLP021 T01380040 51015,CWLB,2017-05-06T15:00:00Z,54.77,-112.02,13.8,4.0,50,4,,,,1002.1,,TRUE,TRUE,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,METAR,567.0
CZEL 061500Z AUTO 34012G17KT 05/03 RMK AO1 PK WND 35021/1415 SLP969 T00490027 53001,CZEL,2017-05-06T15:00:00Z,43.65,-80.42,4.9,2.7,340,12,17,,,996.9,,TRUE,TRUE,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,METAR,376.0
CXZC 061500Z AUTO 33015G23KT 02/M04 RMK AO1 PK WND 33023/1456 SLP139 T00211040 56005,CXZC,2017-05-06T15:00:00Z,51.3,-80.62,2.1,-4.0,330,15,23,,,1013.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,METAR,9.0
CXBI 061500Z AUTO 34010G16KT 05/04 RMK AO1 2PAST HR 5003 PK WND 34017/1424 SLP964 P0001 T00510037 50023,CXBI,2017-05-06T15:00:00Z,44.48,-79.55,5.1,3.7,340,10,16,,,996.4,,TRUE,TRUE,,,,,,,,,,,,,,,,2.3,,,,,0.01,,,,,,METAR,289.0
